suite,query_name,disable_zonemap,disable_sketch,mode,run,total_time_s,row_groups_pruned_by_zonemap,segments_pruned_by_zonemap,segments_pruned_by_sketch,vectors_processed
layout_selectivity,random_90_pct,false,true,zonemap_only,6,0.0264,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,true,zonemap_only,6,0.0114,81,0,0,60
layout_selectivity,sorted_1_pct,false,true,zonemap_only,6,0.0169,81,0,0,60
layout_selectivity,sorted_5_pct,false,true,zonemap_only,6,0.0165,77,0,0,300
layout_selectivity,sorted_10_pct,false,true,zonemap_only,6,0.0156,73,0,0,540
layout_selectivity,sorted_20_pct,false,true,zonemap_only,6,0.0151,65,0,0,1020
layout_selectivity,sorted_50_pct,false,true,zonemap_only,6,0.0172,41,0,0,2460
layout_selectivity,sorted_90_pct,false,true,zonemap_only,6,0.0273,8,0,0,4440
layout_selectivity,block_0_1_pct,false,true,zonemap_only,6,0.0153,81,0,0,60
layout_selectivity,block_1_pct,false,true,zonemap_only,6,0.0166,81,0,0,60
layout_selectivity,block_5_pct,false,true,zonemap_only,6,0.0157,77,0,0,300
layout_selectivity,block_10_pct,false,true,zonemap_only,6,0.0145,73,0,0,540
layout_selectivity,block_20_pct,false,true,zonemap_only,6,0.0208,65,0,0,1020
layout_selectivity,block_50_pct,false,true,zonemap_only,6,0.0174,41,0,0,2460
layout_selectivity,block_90_pct,false,true,zonemap_only,6,0.0244,8,0,0,4440
layout_selectivity,random_0_1_pct,false,true,zonemap_only,7,0.0340,0,0,0,4883
layout_selectivity,random_1_pct,false,true,zonemap_only,7,0.0311,0,0,0,4883
layout_selectivity,random_5_pct,false,true,zonemap_only,7,0.0312,0,0,0,4883
